Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,46,Congo,5312,Area harvested,187,"Peas, dry",2015,2015,ha,8818,Im,FAO data based on imputation methodology
QC,Crops,46,Congo,5510,Production,187,"Peas, dry",2015,2015,tonnes,6577,Im,FAO data based on imputation methodology
QC,Crops,250,Democratic Republic of the Congo,5312,Area harvested,187,"Peas, dry",2015,2015,ha,3404,Im,FAO data based on imputation methodology
QC,Crops,250,Democratic Republic of the Congo,5510,Production,187,"Peas, dry",2015,2015,tonnes,1378,Im,FAO data based on imputation methodology
QC,Crops,56,Dominican Republic,5312,Area harvested,187,"Peas, dry",2015,2015,ha,426,Im,FAO data based on imputation methodology
QC,Crops,56,Dominican Republic,5510,Production,187,"Peas, dry",2015,2015,tonnes,433,Im,FAO data based on imputation methodology
QC,Crops,178,Eritrea,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1504,Im,FAO data based on imputation methodology
QC,Crops,178,Eritrea,5510,Production,187,"Peas, dry",2015,2015,tonnes,620,Im,FAO data based on imputation methodology
QC,Crops,73,Georgia,5510,Production,187,"Peas, dry",2015,2015,tonnes,39,Im,FAO data based on imputation methodology
QC,Crops,84,Greece,5312,Area harvested,187,"Peas, dry",2015,2015,ha,117,Im,FAO data based on imputation methodology
QC,Crops,91,Guyana,5312,Area harvested,187,"Peas, dry",2015,2015,ha,745,Im,FAO data based on imputation methodology
QC,Crops,91,Guyana,5510,Production,187,"Peas, dry",2015,2015,tonnes,439,Im,FAO data based on imputation methodology
QC,Crops,102,Iran (Islamic Republic of),5312,Area harvested,187,"Peas, dry",2015,2015,ha,0,Im,FAO data based on imputation methodology
QC,Crops,102,Iran (Islamic Republic of),5510,Production,187,"Peas, dry",2015,2015,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,105,Israel,5312,Area harvested,187,"Peas, dry",2015,2015,ha,499,Im,FAO data based on imputation methodology
QC,Crops,110,Japan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,477,Im,FAO data based on imputation methodology
QC,Crops,110,Japan,5510,Production,187,"Peas, dry",2015,2015,tonnes,1201,Im,FAO data based on imputation methodology
QC,Crops,113,Kyrgyzstan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1256,Im,FAO data based on imputation methodology
QC,Crops,121,Lebanon,5312,Area harvested,187,"Peas, dry",2015,2015,ha,920,Im,FAO data based on imputation methodology
QC,Crops,121,Lebanon,5510,Production,187,"Peas, dry",2015,2015,tonnes,3670,Im,FAO data based on imputation methodology
QC,Crops,122,Lesotho,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1028,Im,FAO data based on imputation methodology
QC,Crops,122,Lesotho,5510,Production,187,"Peas, dry",2015,2015,tonnes,586,Im,FAO data based on imputation methodology
QC,Crops,124,Libya,5312,Area harvested,187,"Peas, dry",2015,2015,ha,3537,Im,FAO data based on imputation methodology
QC,Crops,124,Libya,5510,Production,187,"Peas, dry",2015,2015,tonnes,5675,Im,FAO data based on imputation methodology
QC,Crops,129,Madagascar,5312,Area harvested,187,"Peas, dry",2015,2015,ha,16804,Im,FAO data based on imputation methodology
QC,Crops,129,Madagascar,5510,Production,187,"Peas, dry",2015,2015,tonnes,21367,Im,FAO data based on imputation methodology
QC,Crops,130,Malawi,5312,Area harvested,187,"Peas, dry",2015,2015,ha,55547,Im,FAO data based on imputation methodology
QC,Crops,130,Malawi,5510,Production,187,"Peas, dry",2015,2015,tonnes,43973,Im,FAO data based on imputation methodology
QC,Crops,136,Mauritania,5312,Area harvested,187,"Peas, dry",2015,2015,ha,32021,Im,FAO data based on imputation methodology
QC,Crops,136,Mauritania,5510,Production,187,"Peas, dry",2015,2015,tonnes,9695,Im,FAO data based on imputation methodology
QC,Crops,273,Montenegro,5312,Area harvested,187,"Peas, dry",2015,2015,ha,501,Im,FAO data based on imputation methodology
QC,Crops,273,Montenegro,5510,Production,187,"Peas, dry",2015,2015,tonnes,1420,Im,FAO data based on imputation methodology
QC,Crops,28,Myanmar,5312,Area harvested,187,"Peas, dry",2015,2015,ha,57936,Im,FAO data based on imputation methodology
QC,Crops,28,Myanmar,5510,Production,187,"Peas, dry",2015,2015,tonnes,75235,Im,FAO data based on imputation methodology
QC,Crops,150,Netherlands,5312,Area harvested,187,"Peas, dry",2015,2015,ha,541,Im,FAO data based on imputation methodology
QC,Crops,150,Netherlands,5510,Production,187,"Peas, dry",2015,2015,tonnes,2541,Im,FAO data based on imputation methodology
QC,Crops,156,New Zealand,5312,Area harvested,187,"Peas, dry",2015,2015,ha,7283,Im,FAO data based on imputation methodology
QC,Crops,156,New Zealand,5510,Production,187,"Peas, dry",2015,2015,tonnes,24168,Im,FAO data based on imputation methodology
QC,Crops,158,Niger,5312,Area harvested,187,"Peas, dry",2015,2015,ha,3029,Im,FAO data based on imputation methodology
QC,Crops,158,Niger,5510,Production,187,"Peas, dry",2015,2015,tonnes,1286,Im,FAO data based on imputation methodology
QC,Crops,299,Occupied Palestinian Territory,5312,Area harvested,187,"Peas, dry",2015,2015,ha,52,Im,FAO data based on imputation methodology
QC,Crops,299,Occupied Palestinian Territory,5510,Production,187,"Peas, dry",2015,2015,tonnes,134,Im,FAO data based on imputation methodology
QC,Crops,169,Paraguay,5312,Area harvested,187,"Peas, dry",2015,2015,ha,6082,Im,FAO data based on imputation methodology
QC,Crops,169,Paraguay,5510,Production,187,"Peas, dry",2015,2015,tonnes,5403,Im,FAO data based on imputation methodology
QC,Crops,171,Philippines,5312,Area harvested,187,"Peas, dry",2015,2015,ha,0,Im,FAO data based on imputation methodology
QC,Crops,171,Philippines,5510,Production,187,"Peas, dry",2015,2015,tonnes,0,Im,FAO data based on imputation methodology
QC,Crops,117,Republic of Korea,5312,Area harvested,187,"Peas, dry",2015,2015,ha,4,Im,FAO data based on imputation methodology
QC,Crops,117,Republic of Korea,5510,Production,187,"Peas, dry",2015,2015,tonnes,5,Im,FAO data based on imputation methodology
QC,Crops,197,Sierra Leone,5312,Area harvested,187,"Peas, dry",2015,2015,ha,3860,Im,FAO data based on imputation methodology
QC,Crops,197,Sierra Leone,5510,Production,187,"Peas, dry",2015,2015,tonnes,3342,Im,FAO data based on imputation methodology
QC,Crops,202,South Africa,5312,Area harvested,187,"Peas, dry",2015,2015,ha,693,Im,FAO data based on imputation methodology
QC,Crops,202,South Africa,5510,Production,187,"Peas, dry",2015,2015,tonnes,701,Im,FAO data based on imputation methodology
QC,Crops,210,Sweden,5312,Area harvested,187,"Peas, dry",2015,2015,ha,21071,Im,FAO data based on imputation methodology
QC,Crops,210,Sweden,5510,Production,187,"Peas, dry",2015,2015,tonnes,68229,Im,FAO data based on imputation methodology
QC,Crops,212,Syrian Arab Republic,5312,Area harvested,187,"Peas, dry",2015,2015,ha,2868,Im,FAO data based on imputation methodology
QC,Crops,212,Syrian Arab Republic,5510,Production,187,"Peas, dry",2015,2015,tonnes,3590,Im,FAO data based on imputation methodology
QC,Crops,154,The former Yugoslav Republic of Macedonia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1101,Im,FAO data based on imputation methodology
QC,Crops,154,The former Yugoslav Republic of Macedonia,5510,Production,187,"Peas, dry",2015,2015,tonnes,2387,Im,FAO data based on imputation methodology
QC,Crops,213,Turkmenistan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,7108,Im,FAO data based on imputation methodology
QC,Crops,215,United Republic of Tanzania,5312,Area harvested,187,"Peas, dry",2015,2015,ha,233804,Im,FAO data based on imputation methodology
QC,Crops,215,United Republic of Tanzania,5510,Production,187,"Peas, dry",2015,2015,tonnes,131459,Im,FAO data based on imputation methodology
QC,Crops,234,Uruguay,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1270,Im,FAO data based on imputation methodology
QC,Crops,234,Uruguay,5510,Production,187,"Peas, dry",2015,2015,tonnes,2716,Im,FAO data based on imputation methodology
QC,Crops,249,Yemen,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1563,Im,FAO data based on imputation methodology
QC,Crops,249,Yemen,5510,Production,187,"Peas, dry",2015,2015,tonnes,3168,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5312,Area harvested,187,"Peas, dry",2015,2015,ha,11213,,Official data
QC,Crops,4,Algeria,5510,Production,187,"Peas, dry",2015,2015,tonnes,11050,,Official data
QC,Crops,1,Armenia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,25,,Official data
QC,Crops,1,Armenia,5510,Production,187,"Peas, dry",2015,2015,tonnes,56,,Official data
QC,Crops,10,Australia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,237000,,Official data
QC,Crops,10,Australia,5510,Production,187,"Peas, dry",2015,2015,tonnes,290400,,Official data
QC,Crops,11,Austria,5312,Area harvested,187,"Peas, dry",2015,2015,ha,7274,,Official data
QC,Crops,11,Austria,5510,Production,187,"Peas, dry",2015,2015,tonnes,18728,,Official data
QC,Crops,52,Azerbaijan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,4987,,Official data
QC,Crops,52,Azerbaijan,5510,Production,187,"Peas, dry",2015,2015,tonnes,10353,,Official data
QC,Crops,57,Belarus,5312,Area harvested,187,"Peas, dry",2015,2015,ha,17455,,Official data
QC,Crops,57,Belarus,5510,Production,187,"Peas, dry",2015,2015,tonnes,50632,,Official data
QC,Crops,255,Belgium,5312,Area harvested,187,"Peas, dry",2015,2015,ha,550,,Official data
QC,Crops,255,Belgium,5510,Production,187,"Peas, dry",2015,2015,tonnes,3940,,Official data
QC,Crops,23,Belize,5312,Area harvested,187,"Peas, dry",2015,2015,ha,2261,,Official data
QC,Crops,23,Belize,5510,Production,187,"Peas, dry",2015,2015,tonnes,2703,,Official data
QC,Crops,18,Bhutan,5510,Production,187,"Peas, dry",2015,2015,tonnes,1218,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1001,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,187,"Peas, dry",2015,2015,tonnes,1830,,Official data
QC,Crops,21,Brazil,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1373,,Official data
QC,Crops,21,Brazil,5510,Production,187,"Peas, dry",2015,2015,tonnes,2561,,Official data
QC,Crops,27,Bulgaria,5312,Area harvested,187,"Peas, dry",2015,2015,ha,9252,,Official data
QC,Crops,27,Bulgaria,5510,Production,187,"Peas, dry",2015,2015,tonnes,20496,,Official data
QC,Crops,29,Burundi,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1072,,Official data
QC,Crops,33,Canada,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1469800,,Official data
QC,Crops,33,Canada,5510,Production,187,"Peas, dry",2015,2015,tonnes,3200700,,Official data
QC,Crops,40,Chile,5312,Area harvested,187,"Peas, dry",2015,2015,ha,564,,Official data
QC,Crops,40,Chile,5510,Production,187,"Peas, dry",2015,2015,tonnes,254,,Official data
QC,Crops,44,Colombia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,29176,,Official data
QC,Crops,44,Colombia,5510,Production,187,"Peas, dry",2015,2015,tonnes,53790,,Official data
QC,Crops,98,Croatia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,94,,Official data
QC,Crops,98,Croatia,5510,Production,187,"Peas, dry",2015,2015,tonnes,194,,Official data
QC,Crops,167,Czechia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,23876,,Official data
QC,Crops,167,Czechia,5510,Production,187,"Peas, dry",2015,2015,tonnes,78161,,Official data
QC,Crops,54,Denmark,5312,Area harvested,187,"Peas, dry",2015,2015,ha,4700,,Official data
QC,Crops,54,Denmark,5510,Production,187,"Peas, dry",2015,2015,tonnes,21100,,Official data
QC,Crops,58,Ecuador,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1528,,Official data
QC,Crops,58,Ecuador,5510,Production,187,"Peas, dry",2015,2015,tonnes,580,,Official data
QC,Crops,59,Egypt,5312,Area harvested,187,"Peas, dry",2015,2015,ha,150,,Official data
QC,Crops,59,Egypt,5510,Production,187,"Peas, dry",2015,2015,tonnes,435,,Official data
QC,Crops,63,Estonia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,22100,,Official data
QC,Crops,63,Estonia,5510,Production,187,"Peas, dry",2015,2015,tonnes,58500,,Official data
QC,Crops,238,Ethiopia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,221416,,Official data
QC,Crops,238,Ethiopia,5510,Production,187,"Peas, dry",2015,2015,tonnes,356477,,Official data
QC,Crops,67,Finland,5312,Area harvested,187,"Peas, dry",2015,2015,ha,11900,,Official data
QC,Crops,67,Finland,5510,Production,187,"Peas, dry",2015,2015,tonnes,25300,,Official data
QC,Crops,68,France,5312,Area harvested,187,"Peas, dry",2015,2015,ha,181719,,Official data
QC,Crops,68,France,5510,Production,187,"Peas, dry",2015,2015,tonnes,672909,,Official data
QC,Crops,79,Germany,5312,Area harvested,187,"Peas, dry",2015,2015,ha,79100,,Official data
QC,Crops,79,Germany,5510,Production,187,"Peas, dry",2015,2015,tonnes,276800,,Official data
QC,Crops,84,Greece,5510,Production,187,"Peas, dry",2015,2015,tonnes,687,,Official data
QC,Crops,97,Hungary,5312,Area harvested,187,"Peas, dry",2015,2015,ha,23214,,Official data
QC,Crops,97,Hungary,5510,Production,187,"Peas, dry",2015,2015,tonnes,63574,,Official data
QC,Crops,100,India,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1118400,,Official data
QC,Crops,100,India,5510,Production,187,"Peas, dry",2015,2015,tonnes,1058300,,Official data
QC,Crops,104,Ireland,5312,Area harvested,187,"Peas, dry",2015,2015,ha,800,,Official data
QC,Crops,104,Ireland,5510,Production,187,"Peas, dry",2015,2015,tonnes,3300,,Official data
QC,Crops,105,Israel,5510,Production,187,"Peas, dry",2015,2015,tonnes,245,,Official data
QC,Crops,106,Italy,5312,Area harvested,187,"Peas, dry",2015,2015,ha,11181,,Official data
QC,Crops,106,Italy,5510,Production,187,"Peas, dry",2015,2015,tonnes,26240,,Official data
QC,Crops,109,Jamaica,5312,Area harvested,187,"Peas, dry",2015,2015,ha,897,,Official data
QC,Crops,109,Jamaica,5510,Production,187,"Peas, dry",2015,2015,tonnes,963,,Official data
QC,Crops,108,Kazakhstan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,44782,,Official data
QC,Crops,108,Kazakhstan,5510,Production,187,"Peas, dry",2015,2015,tonnes,42338,,Official data
QC,Crops,119,Latvia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,3900,,Official data
QC,Crops,119,Latvia,5510,Production,187,"Peas, dry",2015,2015,tonnes,11800,,Official data
QC,Crops,126,Lithuania,5312,Area harvested,187,"Peas, dry",2015,2015,ha,79432,,Official data
QC,Crops,126,Lithuania,5510,Production,187,"Peas, dry",2015,2015,tonnes,228765,,Official data
QC,Crops,256,Luxembourg,5312,Area harvested,187,"Peas, dry",2015,2015,ha,400,,Official data
QC,Crops,256,Luxembourg,5510,Production,187,"Peas, dry",2015,2015,tonnes,1156,,Official data
QC,Crops,138,Mexico,5312,Area harvested,187,"Peas, dry",2015,2015,ha,2283,,Official data
QC,Crops,138,Mexico,5510,Production,187,"Peas, dry",2015,2015,tonnes,3043,,Official data
QC,Crops,143,Morocco,5312,Area harvested,187,"Peas, dry",2015,2015,ha,49792,,Official data
QC,Crops,143,Morocco,5510,Production,187,"Peas, dry",2015,2015,tonnes,34782,,Official data
QC,Crops,162,Norway,5312,Area harvested,187,"Peas, dry",2015,2015,ha,2096,,Official data
QC,Crops,162,Norway,5510,Production,187,"Peas, dry",2015,2015,tonnes,3640,,Official data
QC,Crops,165,Pakistan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,46479,,Official data
QC,Crops,165,Pakistan,5510,Production,187,"Peas, dry",2015,2015,tonnes,30741,,Official data
QC,Crops,170,Peru,5312,Area harvested,187,"Peas, dry",2015,2015,ha,50534,,Official data
QC,Crops,170,Peru,5510,Production,187,"Peas, dry",2015,2015,tonnes,53157,,Official data
QC,Crops,173,Poland,5312,Area harvested,187,"Peas, dry",2015,2015,ha,37983,,Official data
QC,Crops,173,Poland,5510,Production,187,"Peas, dry",2015,2015,tonnes,91254,,Official data
QC,Crops,146,Republic of Moldova,5312,Area harvested,187,"Peas, dry",2015,2015,ha,7785,,Official data
QC,Crops,146,Republic of Moldova,5510,Production,187,"Peas, dry",2015,2015,tonnes,10701,,Official data
QC,Crops,183,Romania,5312,Area harvested,187,"Peas, dry",2015,2015,ha,31056,,Official data
QC,Crops,183,Romania,5510,Production,187,"Peas, dry",2015,2015,tonnes,55179,,Official data
QC,Crops,185,Russian Federation,5312,Area harvested,187,"Peas, dry",2015,2015,ha,921093,,Official data
QC,Crops,185,Russian Federation,5510,Production,187,"Peas, dry",2015,2015,tonnes,1715743,,Official data
QC,Crops,184,Rwanda,5312,Area harvested,187,"Peas, dry",2015,2015,ha,31853,,Official data
QC,Crops,184,Rwanda,5510,Production,187,"Peas, dry",2015,2015,tonnes,16959,,Official data
QC,Crops,199,Slovakia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,7469,,Official data
QC,Crops,199,Slovakia,5510,Production,187,"Peas, dry",2015,2015,tonnes,23361,,Official data
QC,Crops,198,Slovenia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,447,,Official data
QC,Crops,198,Slovenia,5510,Production,187,"Peas, dry",2015,2015,tonnes,1151,,Official data
QC,Crops,203,Spain,5312,Area harvested,187,"Peas, dry",2015,2015,ha,161746,,Official data
QC,Crops,203,Spain,5510,Production,187,"Peas, dry",2015,2015,tonnes,193389,,Official data
QC,Crops,211,Switzerland,5312,Area harvested,187,"Peas, dry",2015,2015,ha,4355,,Official data
QC,Crops,211,Switzerland,5510,Production,187,"Peas, dry",2015,2015,tonnes,15033,,Official data
QC,Crops,208,Tajikistan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,7630,,Official data
QC,Crops,208,Tajikistan,5510,Production,187,"Peas, dry",2015,2015,tonnes,8007,,Official data
QC,Crops,222,Tunisia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,5701,,Official data
QC,Crops,222,Tunisia,5510,Production,187,"Peas, dry",2015,2015,tonnes,4570,,Official data
QC,Crops,223,Turkey,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1112,,Official data
QC,Crops,223,Turkey,5510,Production,187,"Peas, dry",2015,2015,tonnes,3125,,Official data
QC,Crops,226,Uganda,5312,Area harvested,187,"Peas, dry",2015,2015,ha,28995,,Official data
QC,Crops,226,Uganda,5510,Production,187,"Peas, dry",2015,2015,tonnes,14498,,Official data
QC,Crops,230,Ukraine,5312,Area harvested,187,"Peas, dry",2015,2015,ha,168700,,Official data
QC,Crops,230,Ukraine,5510,Production,187,"Peas, dry",2015,2015,tonnes,377940,,Official data
QC,Crops,229,United Kingdom,5312,Area harvested,187,"Peas, dry",2015,2015,ha,44000,,Official data
QC,Crops,229,United Kingdom,5510,Production,187,"Peas, dry",2015,2015,tonnes,180400,,Official data
QC,Crops,231,United States of America,5312,Area harvested,187,"Peas, dry",2015,2015,ha,438430,,Official data
QC,Crops,231,United States of America,5510,Production,187,"Peas, dry",2015,2015,tonnes,829303,,Official data
QC,Crops,236,Venezuela (Bolivarian Republic of),5312,Area harvested,187,"Peas, dry",2015,2015,ha,104,,Official data
QC,Crops,236,Venezuela (Bolivarian Republic of),5510,Production,187,"Peas, dry",2015,2015,tonnes,169,,Official data
QC,Crops,41,"China, mainland",5312,Area harvested,187,"Peas, dry",2015,2015,ha,850000,*,Unofficial figure
QC,Crops,41,"China, mainland",5510,Production,187,"Peas, dry",2015,2015,tonnes,1267000,*,Unofficial figure
QC,Crops,73,Georgia,5312,Area harvested,187,"Peas, dry",2015,2015,ha,40,*,Unofficial figure
QC,Crops,113,Kyrgyzstan,5510,Production,187,"Peas, dry",2015,2015,tonnes,1700,*,Unofficial figure
QC,Crops,213,Turkmenistan,5510,Production,187,"Peas, dry",2015,2015,tonnes,13000,*,Unofficial figure
QC,Crops,235,Uzbekistan,5312,Area harvested,187,"Peas, dry",2015,2015,ha,1200,*,Unofficial figure
QC,Crops,235,Uzbekistan,5510,Production,187,"Peas, dry",2015,2015,tonnes,3700,*,Unofficial figure
QC,Crops,4,Algeria,5419,Yield,191,Chick peas,2015,2015,hg/ha,9767,Fc,Calculated data
QC,Crops,9,Argentina,5419,Yield,191,Chick peas,2015,2015,hg/ha,10605,Fc,Calculated data
QC,Crops,10,Australia,5419,Yield,191,Chick peas,2015,2015,hg/ha,13074,Fc,Calculated data
QC,Crops,16,Bangladesh,5419,Yield,191,Chick peas,2015,2015,hg/ha,9734,Fc,Calculated data
QC,Crops,19,Bolivia (Plurinational State of),5419,Yield,191,Chick peas,2015,2015,hg/ha,7616,Fc,Calculated data
QC,Crops,80,Bosnia and Herzegovina,5419,Yield,191,Chick peas,2015,2015,hg/ha,31385,Fc,Calculated data
QC,Crops,27,Bulgaria,5419,Yield,191,Chick peas,2015,2015,hg/ha,12571,Fc,Calculated data
QC,Crops,33,Canada,5419,Yield,191,Chick peas,2015,2015,hg/ha,17957,Fc,Calculated data
QC,Crops,40,Chile,5419,Yield,191,Chick peas,2015,2015,hg/ha,5406,Fc,Calculated data
QC,Crops,41,"China, mainland",5419,Yield,191,Chick peas,2015,2015,hg/ha,52000,Fc,Calculated data
QC,Crops,44,Colombia,5419,Yield,191,Chick peas,2015,2015,hg/ha,15465,Fc,Calculated data
QC,Crops,50,Cyprus,5419,Yield,191,Chick peas,2015,2015,hg/ha,10976,Fc,Calculated data
QC,Crops,56,Dominican Republic,5419,Yield,191,Chick peas,2015,2015,hg/ha,9052,Fc,Calculated data
QC,Crops,59,Egypt,5419,Yield,191,Chick peas,2015,2015,hg/ha,21372,Fc,Calculated data
QC,Crops,178,Eritrea,5419,Yield,191,Chick peas,2015,2015,hg/ha,4317,Fc,Calculated data
QC,Crops,238,Ethiopia,5419,Yield,191,Chick peas,2015,2015,hg/ha,20154,Fc,Calculated data
QC,Crops,84,Greece,5419,Yield,191,Chick peas,2015,2015,hg/ha,10641,Fc,Calculated data
QC,Crops,97,Hungary,5419,Yield,191,Chick peas,2015,2015,hg/ha,20000,Fc,Calculated data
QC,Crops,100,India,5419,Yield,191,Chick peas,2015,2015,hg/ha,8950,Fc,Calculated data
QC,Crops,102,Iran (Islamic Republic of),5419,Yield,191,Chick peas,2015,2015,hg/ha,4173,Fc,Calculated data
QC,Crops,103,Iraq,5419,Yield,191,Chick peas,2015,2015,hg/ha,7949,Fc,Calculated data
QC,Crops,105,Israel,5419,Yield,191,Chick peas,2015,2015,hg/ha,58947,Fc,Calculated data
QC,Crops,106,Italy,5419,Yield,191,Chick peas,2015,2015,hg/ha,14417,Fc,Calculated data
QC,Crops,112,Jordan,5419,Yield,191,Chick peas,2015,2015,hg/ha,15771,Fc,Calculated data
QC,Crops,108,Kazakhstan,5419,Yield,191,Chick peas,2015,2015,hg/ha,3629,Fc,Calculated data
QC,Crops,114,Kenya,5419,Yield,191,Chick peas,2015,2015,hg/ha,3532,Fc,Calculated data
QC,Crops,121,Lebanon,5419,Yield,191,Chick peas,2015,2015,hg/ha,10131,Fc,Calculated data
QC,Crops,124,Libya,5419,Yield,191,Chick peas,2015,2015,hg/ha,2438,Fc,Calculated data
QC,Crops,130,Malawi,5419,Yield,191,Chick peas,2015,2015,hg/ha,5721,Fc,Calculated data
QC,Crops,138,Mexico,5419,Yield,191,Chick peas,2015,2015,hg/ha,17143,Fc,Calculated data
QC,Crops,143,Morocco,5419,Yield,191,Chick peas,2015,2015,hg/ha,11024,Fc,Calculated data
QC,Crops,28,Myanmar,5419,Yield,191,Chick peas,2015,2015,hg/ha,15350,Fc,Calculated data
QC,Crops,149,Nepal,5419,Yield,191,Chick peas,2015,2015,hg/ha,10144,Fc,Calculated data
QC,Crops,158,Niger,5419,Yield,191,Chick peas,2015,2015,hg/ha,5682,Fc,Calculated data
QC,Crops,299,Occupied Palestinian Territory,5419,Yield,191,Chick peas,2015,2015,hg/ha,12723,Fc,Calculated data
QC,Crops,165,Pakistan,5419,Yield,191,Chick peas,2015,2015,hg/ha,4023,Fc,Calculated data
QC,Crops,170,Peru,5419,Yield,191,Chick peas,2015,2015,hg/ha,13836,Fc,Calculated data
QC,Crops,174,Portugal,5419,Yield,191,Chick peas,2015,2015,hg/ha,8540,Fc,Calculated data
QC,Crops,146,Republic of Moldova,5419,Yield,191,Chick peas,2015,2015,hg/ha,37500,Fc,Calculated data
QC,Crops,183,Romania,5419,Yield,191,Chick peas,2015,2015,hg/ha,10000,Fc,Calculated data
QC,Crops,185,Russian Federation,5419,Yield,191,Chick peas,2015,2015,hg/ha,11000,Fc,Calculated data
QC,Crops,199,Slovakia,5419,Yield,191,Chick peas,2015,2015,hg/ha,6520,Fc,Calculated data
QC,Crops,203,Spain,5419,Yield,191,Chick peas,2015,2015,hg/ha,7222,Fc,Calculated data
QC,Crops,276,Sudan,5419,Yield,191,Chick peas,2015,2015,hg/ha,17251,Fc,Calculated data
QC,Crops,212,Syrian Arab Republic,5419,Yield,191,Chick peas,2015,2015,hg/ha,6428,Fc,Calculated data
QC,Crops,154,The former Yugoslav Republic of Macedonia,5419,Yield,191,Chick peas,2015,2015,hg/ha,12976,Fc,Calculated data
QC,Crops,217,Togo,5419,Yield,191,Chick peas,2015,2015,hg/ha,7464,Fc,Calculated data
QC,Crops,222,Tunisia,5419,Yield,191,Chick peas,2015,2015,hg/ha,9995,Fc,Calculated data
QC,Crops,223,Turkey,5419,Yield,191,Chick peas,2015,2015,hg/ha,12877,Fc,Calculated data
QC,Crops,226,Uganda,5419,Yield,191,Chick peas,2015,2015,hg/ha,6079,Fc,Calculated data
QC,Crops,215,United Republic of Tanzania,5419,Yield,191,Chick peas,2015,2015,hg/ha,8600,Fc,Calculated data
QC,Crops,231,United States of America,5419,Yield,191,Chick peas,2015,2015,hg/ha,13924,Fc,Calculated data
QC,Crops,235,Uzbekistan,5419,Yield,191,Chick peas,2015,2015,hg/ha,23462,Fc,Calculated data
QC,Crops,249,Yemen,5419,Yield,191,Chick peas,2015,2015,hg/ha,32522,Fc,Calculated data
QC,Crops,181,Zimbabwe,5419,Yield,191,Chick peas,2015,2015,hg/ha,18711,Fc,Calculated data
QC,Crops,167,Czechia,5312,Area harvested,191,Chick peas,2015,2015,ha,,M,Data not available
QC,Crops,167,Czechia,5510,Production,191,Chick peas,2015,2015,tonnes,,M,Data not available
QC,Crops,277,South Sudan,5312,Area harvested,191,Chick peas,2015,2015,ha,,M,Data not available
QC,Crops,277,South Sudan,5510,Production,191,Chick peas,2015,2015,tonnes,,M,Data not available
QC,Crops,9,Argentina,5312,Area harvested,191,Chick peas,2015,2015,ha,59001,Im,FAO data based on imputation methodology
QC,Crops,9,Argentina,5510,Production,191,Chick peas,2015,2015,tonnes,62572,Im,FAO data based on imputation methodology
QC,Crops,13,Bahrain,5510,Production,191,Chick peas,2015,2015,tonnes,246,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,191,Chick peas,2015,2015,ha,1739,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,191,Chick peas,2015,2015,tonnes,5458,Im,FAO data based on imputation methodology
QC,Crops,56,Dominican Republic,5312,Area harvested,191,Chick peas,2015,2015,ha,3,Im,FAO data based on imputation methodology
QC,Crops,56,Dominican Republic,5510,Production,191,Chick peas,2015,2015,tonnes,3,Im,FAO data based on imputation methodology
QC,Crops,178,Eritrea,5312,Area harvested,191,Chick peas,2015,2015,ha,8644,Im,FAO data based on imputation methodology
QC,Crops,178,Eritrea,5510,Production,191,Chick peas,2015,2015,tonnes,3731,Im,FAO data based on imputation methodology
